,year,award year,movie,producers,winner,TMDB_id,imdb_id,budget,revenue,popularity,genre,adult,production_companies,release_date,vote_average,runtime(mins),average_rating_c,liked_count_c,not_liked_count_c,rating_count_c,state_c,value_c,average_rating_a,liked_count_a,not_liked_count_a,rating_count_a,review_count_a,value_a
156,2021,(94th),King Richard,"Tim White, Trevor White and Will Smith",False,614917,tt9620288,50000000,39429285,28.701,Drama,False,"['Star Thrower Entertainment', 'Westbrook Studios', 'Warner Bros. Pictures', 'Overbrook Entertainment']",2021-11-18,7.706,145,7.6,268.0,30.0,298.0,certified-fresh,90.0,4.7,1185,25,1210,598,98
157,2021,(94th),Licorice Pizza,"Sara Murphy, Adam Somner and Paul Thomas Anderson",False,718032,tt11271038,40000000,33300000,20.624,Drama,False,"['Metro-Goldwyn-Mayer', 'Focus Features', 'Bron Studios', 'Ghoulardi Film Company']",2021-11-26,7.0,133,8.3,293.0,32.0,325.0,certified-fresh,90.0,3.6,822,431,1253,548,66
158,2021,(94th),Nightmare Alley,"Guillermo del Toro, J. Miles Dale and Bradley Cooper",False,597208,tt7740496,60000000,39629195,43.671,Crime,False,"['Searchlight Pictures', 'Double Dare You Productions']",2021-12-02,6.997,150,7.7,56.0,8.0,64.0,certified-fresh,88.0,4.0,358,60,1756,136,86
159,2021,(94th),The Power of the Dog,"Jane Campion, Tanya Seghatchian, Emile Sherman, Iain Canning and Roger Frappier",False,600583,tt10293406,0,0,26.607,Drama,False,"['BBC Film', 'Cross City Films', 'New Zealand Film Commission', 'Bad Girl Creek', 'Max Films', 'See-Saw Films']",2021-10-25,6.8,128,8.4,340.0,22.0,362.0,certified-fresh,94.0,4.1,37,12,49,28,76
160,2021,(94th),West Side Story,Steven Spielberg and Kristie Macosko Krieger,False,511809,tt3581652,100000000,74500000,18.926,Drama,False,"['20th Century Studios', 'Amblin Entertainment', 'TSG Entertainment']",2021-12-08,7.0,156,8.4,107.0,9.0,116.0,certified-fresh,92.0,4.1,10827,2032,169298,5807,84
161,2022,(95th),All Quiet on the Western Front,Malte Gruner,False,49046,tt1016150,20000000,0,70.835,Drama,False,['Amusement Park Films'],2022-10-07,7.735,147,9.2,88.0,2.0,90.0,certified-fresh,98.0,4.2,2651,324,18173,894,89
162,2022,(95th),Avatar: The Way of Water,James Cameron and Jon Landau,False,76600,tt1630029,460000000,2320250281,338.229,Science Fiction,False,"['20th Century Studios', 'Lightstorm Entertainment']",2022-12-14,7.65,192,7.1,340.0,108.0,448.0,certified-fresh,76.0,4.6,22308,1961,24269,10788,92
163,2022,(95th),The Banshees of Inisherin,"Graham Broadbent, Pete Czernin and Martin McDonagh",False,674324,tt11813216,20000000,49262687,29.323,Drama,False,"['Searchlight Pictures', 'Blueprint Pictures', 'Film4 Productions', 'Metropolitan Films International', 'TSG Entertainment']",2022-10-20,7.464,114,8.7,350.0,15.0,365.0,certified-fresh,96.0,3.9,466,154,620,308,75
164,2022,(95th),Elvis,"Baz Luhrmann, Catherine Martin, Gail Berman, Patrick McCormick and Schuyler Weiss",False,614934,tt3704428,85000000,288670284,42.468,Drama,False,"['Warner Bros. Pictures', 'Bazmark', 'The Jackal Group']",2022-06-22,7.582,159,6.8,307.0,91.0,398.0,certified-fresh,77.0,4.6,12309,743,13052,6539,94
165,2022,(95th),Everything Everywhere All at Once,"Daniel Kwan, Daniel Scheinert and Jonathan Wang",True,545611,tt6710474,25000000,139200000,87.295,Action,False,"['A24', 'IAC Films', 'AGBO', 'Ley Line Entertainment', 'TPC', 'Year of the Rat']",2022-03-24,7.815,140,8.5,377.0,26.0,403.0,certified-fresh,94.0,4.4,4316,691,5007,1945,86
166,2022,(95th),The Fabelmans,"Kristie Macosko Krieger, Steven Spielberg and Tony Kushner",False,804095,tt14208870,40000000,45629909,48.037,Drama,False,"['Amblin Entertainment', 'Reliance Entertainment']",2022-11-11,7.71,151,8.2,359.0,31.0,390.0,certified-fresh,92.0,4.2,1271,265,1536,726,83
167,2022,(95th),Tár,"Todd Field, Alexandra Milchan and Scott Lambert",False,817758,tt14444726,35000000,29000000,37.083,Drama,False,"['Focus Features', 'Standard Film Company', 'EMJAG Productions', 'Deutscher Filmförderfonds']",2022-09-23,7.1,158,8.3,315.0,33.0,348.0,certified-fresh,91.0,3.9,336,121,457,222,74
168,2022,(95th),Top Gun: Maverick,"Tom Cruise, Christopher McQuarrie, David Ellison and Jerry Bruckheimer",False,361743,tt1745960,170000000,1488732821,233.234,Action,False,"['Skydance', 'Don Simpson/Jerry Bruckheimer Films', 'Paramount']",2022-05-24,8.246,131,8.2,456.0,20.0,476.0,certified-fresh,96.0,4.9,62970,783,63753,29698,99
169,2022,(95th),Triangle of Sadness,Erik Hemmendorff and Philippe Bober,False,497828,tt7322224,15600000,24733572,38.089,Comedy,False,"['30WEST', 'BBC Film', 'Bord Cadre Films', 'Coproduction Office', 'Film i Väst', 'Heretic', 'Imperative Entertainment', 'Sovereign Films', 'Plattform Produktion', 'SVT', 'BFI', 'Piano', 'ARTE France Cinéma', 'ZDF/Arte', 'Essential Filmproduktion', 'TRT Sinema']",2022-09-18,7.115,147,7.2,199.0,77.0,276.0,fresh,72.0,4.0,153,39,192,71,80
170,2022,(95th),Women Talking,"Dede Gardner, Jeremy Kleiner and Frances McDormand",False,777245,tt13669038,0,7589419,18.771,Drama,False,"['Plan B Entertainment', 'Hear/Say Productions', 'Orion Pictures']",2022-12-23,6.9,104,8.0,266.0,29.0,295.0,certified-fresh,90.0,4.2,272,66,338,174,80
